Task,Job id,CPU,MEM,DISK
R4_3,j_2645,0.037208407,0.035185185,0.022656448
R2_1,j_2645,0.039241634,0.035185185,0.022700641
M5_4,j_2645,0.015053464,0.028518519,0.048401437
R7_6,j_2645,0.018588907,0.042592593,0.029357404
J6_2_5,j_2645,0.028810055,0.05,0.029889186
M1,j_2645,0.025420872,0.028518519,0.026880758
R4_3,j_2646,0.046011485,0.021111111,0.046076233
R6_5,j_2646,0.023939565,0.021111111,0.023978533
R8_7,j_2646,0.048488367,0.021111111,0.017882942
M5_4,j_2646,0.021658223,0.035185185,0.034065251
M1,j_2646,0.044626377,0.021111111,0.045540288
R2_1,j_2646,0.02528221,0.021111111,0.041694683
R3_2,j_2646,0.035249058,0.021111111,0.020537833
R7_6,j_2646,0.018126873,0.021111111,0.012000822
R2_1,j_2647,0.031453705,0.042592593,0.014834305
R7_6,j_2647,0.021437877,0.035185185,0.031018405
R6_5,j_2647,0.044824174,0.042592593,0.034567161
M1,j_2647,0.011395362,0.028518519,0.023256504
M5_4,j_2647,0.032863419,0.028518519,0.04015755
R3_2,j_2647,0.038048045,0.042592593,0.043624535
R4_3,j_2647,0.014607153,0.035185185,0.03593512
M1,j_2648,0.030785808,0.028518519,0.025865069
R7_6,j_2648,0.042281279,0.035185185,0.020591736
M3_2,j_2648,0.049767019,0.028518519,0.010901954
M5,j_2648,0.039800566,0.028518519,0.042760504
R4_3,j_2648,0.037803752,0.042592593,0.04899157
R2_1,j_2648,0.032085029,0.035185185,0.036868268
R6_4_5,j_2648,0.022865874,0.042592593,0.039830045
R7_6,j_2649,0.041559634,0.035185185,0.034712832
R2_1,j_2649,0.047434338,0.042592593,0.01810483
M1,j_2649,0.045022216,0.028518519,0.032805897
M4,j_2649,0.04686683,0.042592593,0.020177213
R3_2,j_2649,0.043863081,0.035185185,0.01919912
J5_3_4,j_2649,0.014698615,0.05,0.040182252
R6_5,j_2649,0.021545801,0.05,0.035327814
R7_6,j_2650,0.039336557,0.035185185,0.049956384
J8_1_7,j_2650,0.047897454,0.021111111,0.016977396
M1,j_2650,0.023763023,0.021111111,0.013266805
M3,j_2650,0.02927482,0.035185185,0.029485792
J5_2_4,j_2650,0.023464352,0.05,0.021218645
R4_3,j_2650,0.023462321,0.035185185,0.016649746
R2_3,j_2650,0.048935967,0.035185185,0.026846395
R6_5,j_2650,0.042197269,0.035185185,0.031147325
R8_7,j_2651,0.044222003,0.042592593,0.040389198
M2,j_2651,0.022994941,0.028518519,0.036660061
J5_3_4,j_2651,0.034037817,0.05,0.048414904
R9_8,j_2651,0.033554406,0.035185185,0.012434343
J7_1_6,j_2651,0.034113884,0.05,0.023633022
R3_2,j_2651,0.015036077,0.042592593,0.029447283
R1_5,j_2651,0.041762499,0.042592593,0.023768879
M4,j_2651,0.02808463,0.028518519,0.016318828
R6_5,j_2651,0.039897671,0.042592593,0.047038461
J6_4_5,j_2652,0.040805257,0.05,0.035880112
M5,j_2652,0.011878128,0.028518519,0.015563554
R4_3,j_2652,0.018712937,0.042592593,0.018304301
M3_2,j_2652,0.026892851,0.028518519,0.024840754
M1,j_2652,0.037564586,0.028518519,0.010490085
R7_6,j_2652,0.031239211,0.035185185,0.024422872
R2_1,j_2652,0.017185331,0.035185185,0.038596579
R6_5,j_2653,0.026377228,0.035185185,0.01816659
M9_2_4_6_8,j_2653,0.030596456,0.028518519,0.045333457
M5,j_2653,0.016166814,0.028518519,0.04991548
R2_1,j_2653,0.030716046,0.035185185,0.025509822
R10_9,j_2653,0.025826695,0.035185185,0.023172259
R4_3,j_2653,0.037470722,0.035185185,0.031210916
M3,j_2653,0.044441156,0.028518519,0.025084654
M7,j_2653,0.033606618,0.028518519,0.01357978
R8_7,j_2653,0.025377783,0.035185185,0.048905972
M1,j_2653,0.049048546,0.028518519,0.013249467
J6_4_5,j_2654,0.017673639,0.021111111,0.042445177
R3_2,j_2654,0.03668455,0.021111111,0.016643722
M4,j_2654,0.011907248,0.021111111,0.019637467
M5,j_2654,0.033727551,0.021111111,0.047493722
M1,j_2654,0.044169795,0.021111111,0.012020573
J8_3_6_7,j_2654,0.023618477,0.021111111,0.029198025
M7,j_2654,0.014871501,0.021111111,0.032110389
R2_1,j_2654,0.04507343,0.021111111,0.04713122
R5_3_4,j_2655,0.016872066,0.021111111,0.017991698
M6_2_5,j_2655,0.027274944,0.035185185,0.034814457
R8_7,j_2655,0.020388136,0.021111111,0.031937353
M4,j_2655,0.02252862,0.035185185,0.044989256
R7_6,j_2655,0.045803826,0.021111111,0.037463336
M3,j_2655,0.033960309,0.021111111,0.038966219
M1,j_2655,0.040845119,0.021111111,0.019830532
R2_1,j_2655,0.014284901,0.021111111,0.045773783
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,j_2656,0.048237317,0.01,0.013125692
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,j_2656,0.021769958,0.01,0.010925768
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,j_2656,0.041243496,0.01,0.032184371
R1_2,j_2657,0.016665377,0.042592593,0.038961009
R3_2,j_2657,0.038201899,0.042592593,0.041547387
M2,j_2657,0.041448129,0.028518519,0.014192359
R4_1_3,j_2657,0.020130014,0.035185185,0.026556363
R4_3,j_2658,0.04494111,0.035185185,0.049589591
R5_4,j_2658,0.018747137,0.035185185,0.031717576
M3_2,j_2658,0.032172859,0.035185185,0.048145616
R2_1,j_2658,0.034374298,0.021111111,0.035162259
M1,j_2658,0.013049335,0.021111111,0.046246441
R2_1,j_2659,0.030798297,0.035185185,0.035142825
M1,j_2659,0.038499926,0.028518519,0.017053579
R2_1,j_2660,0.033972065,0.021111111,0.019586823
R3_2,j_2660,0.034962705,0.021111111,0.025853551
M1,j_2660,0.011675531,0.035185185,0.010492783
R5_4,j_2660,0.014297712,0.021111111,0.037644025
M4_3,j_2660,0.034532004,0.05,0.011577054
R1_7,j_2661,0.046512732,0.021111111,0.040151861
J8_1_2_3_6_7,j_2661,0.026737147,0.021111111,0.013631136
R6_5,j_2661,0.020950493,0.021111111,0.01047832
M4,j_2661,0.010086417,0.042592593,0.03540891
R3_5,j_2661,0.038017185,0.021111111,0.012167969
R2_5,j_2661,0.019969049,0.021111111,0.023010465
M7,j_2661,0.034145792,0.035185185,0.028702609
J5_4_7,j_2661,0.017325779,0.035185185,0.02883635
M5,j_2662,0.012093409,0.028518519,0.019509354
M1,j_2662,0.021353327,0.028518519,0.043240787
R4_3,j_2662,0.016651415,0.035185185,0.037107476
R9_8,j_2662,0.045971938,0.035185185,0.046751122
J8_2_4_5_6_7,j_2662,0.028314183,0.05,0.048611223
M3,j_2662,0.016099606,0.028518519,0.042740718
R2_1,j_2662,0.041661235,0.035185185,0.033466648
M7,j_2662,0.013902445,0.028518519,0.046620164
M6,j_2662,0.031008641,0.028518519,0.01336034
M1,j_2663,0.024212353,0.021111111,0.044459999
R4_3,j_2663,0.042031191,0.021111111,0.013672412
M5,j_2663,0.01297504,0.021111111,0.026103889
R3_1_2,j_2663,0.049272263,0.021111111,0.031068559
J7_5_6,j_2663,0.020070418,0.028518519,0.036133303
R8_7,j_2663,0.018229145,0.028518519,0.017378405
M2,j_2663,0.028288212,0.021111111,0.020617191
M6,j_2663,0.036295049,0.028518519,0.034850125
J6_4_5,j_2664,0.020443035,0.05,0.016813832
M1,j_2664,0.048371326,0.028518519,0.037171625
M5,j_2664,0.042747568,0.028518519,0.022440837
M4,j_2664,0.037310018,0.028518519,0.028200968
M2,j_2664,0.035368262,0.028518519,0.029390435
J3_1_2,j_2664,0.035707746,0.05,0.023371876
R4_3,j_2665,0.041984992,0.035185185,0.014117394
M3_2,j_2665,0.039372931,0.035185185,0.047417433
M1,j_2665,0.036535879,0.021111111,0.048101973
R2_1,j_2665,0.01230702,0.021111111,0.02453114
R4_3,j_2666,0.024899064,0.035185185,0.021742523
M1,j_2666,0.019200547,0.035185185,0.031809107
R2_1,j_2666,0.017539669,0.021111111,0.042970893
J5_2_4,j_2666,0.038503391,0.035185185,0.019984771
M3,j_2666,0.039072948,0.042592593,0.033732299
R7_6,j_2667,0.041556107,0.021111111,0.025207675
M2,j_2667,0.024098848,0.021111111,0.019515059
J5_3_4,j_2667,0.018331777,0.021111111,0.013265319
M1,j_2667,0.034713321,0.035185185,0.012415382
J3_1_2,j_2667,0.035631623,0.021111111,0.028448873
R6_5,j_2667,0.019008047,0.021111111,0.017572792
M4,j_2667,0.044311876,0.035185185,0.045934186
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,j_2668,0.030935629,0.01,0.02466878
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,j_2668,0.038564367,0.01,0.047713861
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,j_2668,0.022512164,0.01,0.045360255
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,j_2669,0.025795335,0.01,0.037337049
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,j_2669,0.042277556,0.01,0.038763116
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,j_2669,0.026946173,0.01,0.026666272
task_MTM0ODUxMTY0NjQzMTI1NTc1MQ==,j_2670,0.04681865,0.01,0.043213102
task_LTE4NjUxMjg5NDY5MDI4NjAzNzU=,j_2670,0.021787863,0.01,0.035632156
task_ODk2MzU0ODg1MTY5MTExNTUwMg==,j_2670,0.011201675,0.01,0.016306402
R2_1,j_2671,0.023944206,0.035185185,0.048581074
R4_3,j_2671,0.028139819,0.042592593,0.041121904
M3_2,j_2671,0.048110857,0.028518519,0.036836515
R5_4,j_2671,0.026530486,0.035185185,0.029205253
M1,j_2671,0.017818958,0.028518519,0.0350295
J6_3_4_5,j_2672,0.010920018,0.05,0.026622619
M1,j_2672,0.017799016,0.028518519,0.041262883
R2_1,j_2672,0.028872447,0.042592593,0.017269457
M4,j_2672,0.014025081,0.028518519,0.034490283
R7_6,j_2672,0.011066103,0.035185185,0.044601641
R3_2,j_2672,0.043068396,0.035185185,0.019586124
M5,j_2672,0.041576496,0.028518519,0.017803295
R2_1,j_2673,0.039114801,0.021111111,0.035356986
M5,j_2673,0.039776065,0.021111111,0.030895261
R4_3,j_2673,0.015487106,0.021111111,0.025762136
M3_2_6,j_2673,0.042651614,0.028518519,0.024230001
R7_3,j_2673,0.045259103,0.021111111,0.041690606
R6_5,j_2673,0.012723396,0.021111111,0.04638182
M1,j_2673,0.028736964,0.021111111,0.014355532
R5_4,j_2674,0.040166639,0.021111111,0.040931094
J4_1_3,j_2674,0.010455579,0.021111111,0.031573782
R3_2,j_2674,0.024631438,0.021111111,0.014842563
M2,j_2674,0.046240449,0.021111111,0.018130311
M1,j_2674,0.015685893,0.035185185,0.030284103
M2,j_2675,0.048880051,0.028518519,0.024018517
M3,j_2675,0.049886345,0.028518519,0.013647314
R4_1_2_3,j_2675,0.026788672,0.035185185,0.03939542
M5,j_2675,0.019070322,0.05,0.01786177
J6_4_5,j_2675,0.041646336,0.035185185,0.030278013
M1,j_2675,0.032125508,0.042592593,0.042792474
R2_1,j_2676,0.044497291,0.035185185,0.037324186
R6_5,j_2676,0.027898287,0.042592593,0.031779539
J7_2_4_6,j_2676,0.021090859,0.042592593,0.020203603
R1_5,j_2676,0.013283168,0.042592593,0.023482864
R3_5,j_2676,0.037435655,0.042592593,0.022204209
R4_3,j_2676,0.039763395,0.035185185,0.02453478
M5,j_2676,0.036820797,0.028518519,0.016351522
R3_2,j_2677,0.034670251,0.042592593,0.041114871
M4,j_2677,0.037900545,0.028518519,0.013462507
M2,j_2677,0.023270668,0.028518519,0.033627222
J5_3_4,j_2677,0.027347048,0.05,0.010296731
M1,j_2677,0.03914018,0.028518519,0.020960501
J6_1_5,j_2677,0.01979877,0.042592593,0.012125598
M1,j_2678,0.010108804,0.028518519,0.027160213
M5,j_2678,0.043185895,0.028518519,0.020546678
J7_1_2_6,j_2678,0.028610079,0.05,0.043242947
J6_4_5,j_2678,0.029476842,0.05,0.030387771
R4_3,j_2678,0.045335966,0.035185185,0.039376074
M2,j_2678,0.040573897,0.028518519,0.020367091
M3,j_2678,0.049525976,0.028518519,0.020088543
R8_7,j_2678,0.027722031,0.042592593,0.040669731
R9_8,j_2678,0.014893005,0.035185185,0.039944681
M1,j_2679,0.045851195,0.042592593,0.019148918
M3,j_2679,0.044546141,0.042592593,0.023500496
R4_3,j_2679,0.017468909,0.042592593,0.035774665
R5_4,j_2679,0.040123893,0.035185185,0.011345066
R9_8,j_2679,0.040002536,0.035185185,0.023518675
J7_2_6,j_2679,0.02784024,0.05,0.026090583
M6_5,j_2679,0.039849263,0.028518519,0.049621189
R2_1,j_2679,0.013377259,0.042592593,0.045354469
R8_7,j_2679,0.038886094,0.042592593,0.027226258
M1,j_2680,0.033597939,0.021111111,0.041400976
M1,j_2681,0.046035357,0.021111111,0.044530215
R5_4,j_2682,0.042390079,0.035185185,0.027537237
M1,j_2682,0.028760695,0.028518519,0.028803924
J4_1_3,j_2682,0.024566758,0.035185185,0.044260976
R3_2,j_2682,0.034545608,0.035185185,0.022956095
M2,j_2682,0.028311538,0.035185185,0.041487197
M7_3_6,j_2683,0.033345875,0.035185185,0.045340941
R8_7,j_2683,0.022991339,0.042592593,0.036143931
R5_4,j_2683,0.043369463,0.021111111,0.031652594
R3_2,j_2683,0.031047194,0.021111111,0.016558425
R6_5,j_2683,0.030107072,0.021111111,0.025350045
M4,j_2683,0.040397702,0.028518519,0.028881941
R2_1,j_2683,0.042839108,0.021111111,0.042529284
M1,j_2683,0.021205397,0.028518519,0.043516255
R9_8,j_2683,0.035923962,0.035185185,0.042145402
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_2684,0.037132834,0.013703704,0.038340613
M1,j_2685,0.048477281,0.021111111,0.012946768
R2_1,j_2686,0.013964232,0.021111111,0.019489978
M4_3,j_2686,0.032786008,0.021111111,0.025884693
R3_2,j_2686,0.048603954,0.021111111,0.031517531
R8_7,j_2686,0.011597151,0.021111111,0.012845739
M5,j_2686,0.038371394,0.021111111,0.033362879
R7_4_6,j_2686,0.047667232,0.021111111,0.028523226
M1,j_2686,0.010784512,0.021111111,0.047619637
R6_5,j_2686,0.037015288,0.021111111,0.040920279
M2,j_2687,0.048922589,0.028518519,0.032779956
R8_7,j_2687,0.038961855,0.035185185,0.039263509
M4,j_2687,0.022322387,0.028518519,0.019711618
M6,j_2687,0.011486322,0.028518519,0.042142694
J5_3_4,j_2687,0.036745054,0.05,0.028603449
J3_1_2,j_2687,0.039513751,0.05,0.049991886
M1,j_2687,0.031724964,0.028518519,0.041032405
J7_5_6,j_2687,0.025179977,0.05,0.028914757
M3,j_2688,0.026137207,0.021111111,0.014413374
M2_1,j_2688,0.042093906,0.035185185,0.035343344
J8_7,j_2688,0.032520147,0.021111111,0.022966279
M6,j_2688,0.034940887,0.035185185,0.015782048
R1_3,j_2688,0.032708175,0.021111111,0.011202075
R4_3,j_2688,0.018012654,0.021111111,0.048023288
J7_2_5_6,j_2688,0.036858461,0.035185185,0.040255089
M5_4,j_2688,0.04566687,0.035185185,0.015191481
R2_1,j_2689,0.030855982,0.05,0.024783699
M1,j_2689,0.029259561,0.042592593,0.035433177
R3_2,j_2689,0.032606366,0.035185185,0.031974216
R8_7,j_2689,0.03735924,0.028518519,0.036262401
M4,j_2689,0.010370175,0.05,0.030439187
R6_5,j_2689,0.046025953,0.035185185,0.02272785
R7_3_6,j_2689,0.040792447,0.035185185,0.036518644
R5_4,j_2689,0.014327055,0.05,0.037385024
J3_1_2,j_2690,0.045189586,0.05,0.013664938
J6_3_4_5,j_2690,0.017353534,0.042592593,0.034723596
M2,j_2690,0.010184425,0.028518519,0.023453832
M5,j_2690,0.042821981,0.028518519,0.049079316
M4,j_2690,0.026618626,0.028518519,0.036040936
M1,j_2690,0.016671064,0.028518519,0.045318296
R2_4,j_2691,0.013704477,0.035185185,0.032826171
M4,j_2691,0.026358652,0.028518519,0.041467107
R7_6,j_2691,0.031827049,0.035185185,0.036158191
M6_1_2_3_5,j_2691,0.028924618,0.042592593,0.021021425
R3_4,j_2691,0.025708576,0.035185185,0.028401769
R5_4,j_2691,0.036376384,0.035185185,0.035326762
R1_4,j_2691,0.0171993,0.035185185,0.038573917
R7_6,j_2692,0.023263559,0.042592593,0.014555432
M2,j_2692,0.036925945,0.028518519,0.011446285
M3,j_2692,0.031504606,0.028518519,0.042880386
J5_3_4,j_2692,0.04893463,0.05,0.012035134
R10_9,j_2692,0.019284422,0.035185185,0.048635843
J6_2_5,j_2692,0.026025086,0.05,0.010487649
M4,j_2692,0.02373807,0.028518519,0.010378373
R9_8,j_2692,0.038964862,0.042592593,0.029332469
M1,j_2692,0.035964066,0.028518519,0.041812456
J8_1_7,j_2692,0.043591824,0.05,0.047985263
M7,j_2693,0.035702298,0.028518519,0.046313336
R8_7,j_2693,0.02662803,0.042592593,0.021712616
R9_1_2_3_4_5_6_8,j_2693,0.040033487,0.035185185,0.034478918
R3_7,j_2693,0.040987645,0.042592593,0.045594213
R6_7,j_2693,0.011231843,0.042592593,0.035379873
R4_7,j_2693,0.030784057,0.042592593,0.013800537
R1_7,j_2693,0.025755561,0.042592593,0.033123376
R2_7,j_2693,0.040558585,0.042592593,0.010550713
R5_7,j_2693,0.03335697,0.042592593,0.042415795
M6,j_2694,0.032561495,0.035185185,0.017090191
R1_3,j_2694,0.023414074,0.021111111,0.041878203
M2_1,j_2694,0.04140417,0.035185185,0.03254705
R4_3,j_2694,0.029159203,0.021111111,0.021259579
J7_2_5_6,j_2694,0.018022829,0.035185185,0.025293941
J8_7,j_2694,0.044502801,0.021111111,0.02925238
M5_4,j_2694,0.020632695,0.035185185,0.035198348
M3,j_2694,0.035922733,0.021111111,0.031894949
J5_3_4,j_2695,0.030887304,0.05,0.038235023
J1_3_4,j_2695,0.04078417,0.05,0.014844017
M2,j_2695,0.043024371,0.028518519,0.021023188
M4,j_2695,0.01791627,0.028518519,0.036275594
R3_2,j_2695,0.033225015,0.035185185,0.041355672
R6_1_5,j_2695,0.048528625,0.035185185,0.025916674
M1,j_2696,0.049268826,0.021111111,0.044237537
M2,j_2696,0.039436886,0.035185185,0.032441374
M1,j_2697,0.02327351,0.028518519,0.048883397
R2_1,j_2697,0.02490512,0.035185185,0.028871355
M1,j_2698,0.048910785,0.028518519,0.021431179
R2_1,j_2698,0.014209104,0.035185185,0.018493503
R10_9,j_2699,0.035243188,0.035185185,0.019157019
R9_8,j_2699,0.039442703,0.042592593,0.042473082
M3,j_2699,0.026879239,0.028518519,0.024072336
M4,j_2699,0.030883329,0.028518519,0.010788151
J7_1_6,j_2699,0.016883128,0.05,0.048252292
R6_2_3_4_5,j_2699,0.039470598,0.035185185,0.021932926
M5,j_2699,0.01854387,0.028518519,0.031139015
M2,j_2699,0.015292777,0.028518519,0.03570164
M1,j_2699,0.012893822,0.028518519,0.047811734
R8_7,j_2699,0.032785111,0.05,0.027674186
M1,j_2700,0.026907626,0.028518519,0.014184416
R2_1,j_2700,0.021970792,0.035185185,0.032298154
R8_7,j_2701,0.032132282,0.042592593,0.018131299
M7_4_6,j_2701,0.016719013,0.028518519,0.040985384
J9_2_7_8,j_2701,0.044927866,0.042592593,0.031551412
M5,j_2701,0.040352744,0.028518519,0.011745579
M1,j_2701,0.012572309,0.028518519,0.010361064
M3,j_2701,0.022865429,0.028518519,0.017219098
R2_1,j_2701,0.040630718,0.035185185,0.020603234
R4_3,j_2701,0.049156063,0.035185185,0.012552022
R6_5,j_2701,0.020221074,0.035185185,0.025069141
M3,j_2702,0.018379322,0.028518519,0.034352733
R6_5,j_2702,0.033656161,0.028518519,0.019915823
M1,j_2702,0.029167866,0.021111111,0.023551922
R2_1,j_2702,0.036378782,0.021111111,0.047673765
R5_2_3_4,j_2702,0.020060431,0.028518519,0.037174886
M4,j_2702,0.038121301,0.021111111,0.016345709
M3,j_2703,0.021670587,0.028518519,0.041708177
R5_4,j_2703,0.039368247,0.035185185,0.037326243
M1,j_2703,0.045844491,0.028518519,0.031645265
R2_1,j_2703,0.046863263,0.035185185,0.021221202
J4_2_3,j_2703,0.028258857,0.05,0.027106657
M3,j_2704,0.026467701,0.021111111,0.011693026
M2,j_2704,0.030875595,0.021111111,0.04077741
M1,j_2704,0.044315962,0.021111111,0.026638125
R8_1_2_3_4_5_6_7,j_2704,0.043099462,0.021111111,0.022945398
M5,j_2704,0.036193759,0.021111111,0.041599082
M6,j_2704,0.024257888,0.021111111,0.033178678
M4,j_2704,0.037661154,0.021111111,0.049029169
M7,j_2704,0.04672901,0.021111111,0.028822708
R2_1,j_2705,0.035726753,0.042592593,0.023648371
R5_4,j_2705,0.019143257,0.042592593,0.012354575
R3_2,j_2705,0.028013216,0.035185185,0.044365156
M1,j_2705,0.026377113,0.028518519,0.03784649
M4_3,j_2705,0.04593105,0.028518519,0.023612894
R6_5,j_2705,0.032605855,0.035185185,0.036553909
R6_5,j_2706,0.048087322,0.042592593,0.012251584
J4_2_3,j_2706,0.049295014,0.05,0.022042688
M3,j_2706,0.034779203,0.028518519,0.037742692
R2_1,j_2706,0.042592645,0.042592593,0.029753557
J7_4_6,j_2706,0.039264838,0.05,0.037926359
R8_7,j_2706,0.039592276,0.035185185,0.017127417
M5,j_2706,0.016984367,0.028518519,0.019319949
M1,j_2706,0.030532598,0.028518519,0.024522878
R6_5,j_2707,0.040390335,0.021111111,0.012898002
M5,j_2707,0.037188769,0.021111111,0.018467847
R1_5,j_2707,0.03437631,0.021111111,0.010695189
R2_1,j_2707,0.034467675,0.021111111,0.015697009
R4_3,j_2707,0.027705546,0.021111111,0.035175643
R7_6,j_2707,0.024971326,0.021111111,0.013968339
R3_5,j_2707,0.024172053,0.021111111,0.040716971
J8_2_4_7,j_2707,0.021157495,0.021111111,0.018344443
M1,j_2708,0.046398583,0.028518519,0.026583022
R8_7,j_2708,0.031944602,0.035185185,0.014740569
R5_4,j_2708,0.016975226,0.042592593,0.031582755
J6_3_5,j_2708,0.030073626,0.042592593,0.039238647
R2_1,j_2708,0.020743795,0.042592593,0.039841268
M4,j_2708,0.040409334,0.028518519,0.026109639
R3_2,j_2708,0.014361354,0.042592593,0.040965522
R7_4,j_2708,0.024015037,0.042592593,0.024415956
R7_4_6,j_2709,0.022879639,0.021111111,0.0298026
R2_1,j_2709,0.030517327,0.035185185,0.033775301
M3,j_2709,0.045496136,0.042592593,0.024460414
R4_3,j_2709,0.044642701,0.028518519,0.029295475
J8_2_7,j_2709,0.039120866,0.021111111,0.041771472
M1,j_2709,0.028035959,0.035185185,0.011803544
R6_5,j_2709,0.013292453,0.028518519,0.038488453
M5,j_2709,0.018104795,0.035185185,0.047081359
R3_1,j_2710,0.043980172,0.021111111,0.018668666
M1,j_2710,0.036853667,0.035185185,0.044316201
R2_1,j_2710,0.01775474,0.021111111,0.031768857
R4_1,j_2710,0.038778425,0.021111111,0.040415748
M4,j_2711,0.021777619,0.028518519,0.02573609
M2,j_2711,0.044063423,0.028518519,0.03905251
J5_1_2_3_4,j_2711,0.010009928,0.05,0.044140059
M1,j_2711,0.02161778,0.028518519,0.012773762
M3,j_2711,0.019137411,0.028518519,0.010832739
R6_5,j_2711,0.021740537,0.035185185,0.017871722
R2_1,j_2712,0.013569427,0.021111111,0.028817651
M5,j_2712,0.045677696,0.021111111,0.018598088
J6_2_3_4_5,j_2712,0.015655989,0.035185185,0.024263569
M4,j_2712,0.039564429,0.042592593,0.04654702
M1,j_2712,0.021760624,0.021111111,0.024997204
M3,j_2712,0.034772744,0.042592593,0.015171203
J8_2_4_7,j_2713,0.048433725,0.021111111,0.01158471
R4_3,j_2713,0.031227712,0.021111111,0.033058589
R3_7,j_2713,0.013420183,0.021111111,0.013187575
M7_6,j_2713,0.0336256,0.021111111,0.024669458
R6_5,j_2713,0.026255306,0.021111111,0.030772665
M5,j_2713,0.029017186,0.021111111,0.049747661
R1_5,j_2713,0.042730977,0.021111111,0.013324697
R2_1,j_2713,0.03595641,0.021111111,0.018972949
R6_2_5,j_2714,0.046914119,0.042592593,0.015972494
R8_7,j_2714,0.037274155,0.035185185,0.038371897
R2_1,j_2714,0.043564004,0.042592593,0.022903897
R7_6,j_2714,0.012429164,0.042592593,0.048066021
J1_3,j_2714,0.04625237,0.05,0.025989407
R5_4,j_2714,0.026505286,0.042592593,0.034374918
J4_3,j_2714,0.0249621,0.05,0.03792886
M3,j_2714,0.038508174,0.028518519,0.048373287
R4_3,j_2715,0.032131876,0.035185185,0.023030447
J7_2_6,j_2715,0.024172301,0.05,0.031687389
R6_5,j_2715,0.037183219,0.042592593,0.025297638
R8_7,j_2715,0.017427862,0.035185185,0.025078468
M3,j_2715,0.028566271,0.028518519,0.042383331
R2_1,j_2715,0.038852252,0.042592593,0.017392053
M5_4,j_2715,0.036801565,0.042592593,0.044648059
M1,j_2715,0.023329853,0.028518519,0.043836343
R2_1,j_2716,0.032715016,0.042592593,0.018536815
M1,j_2716,0.021416451,0.028518519,0.033115366
R6_5,j_2716,0.034522503,0.042592593,0.02320482
R4_3,j_2716,0.012800158,0.042592593,0.042474975
R3_2,j_2716,0.01516446,0.042592593,0.040146968
R7_6,j_2716,0.015136664,0.042592593,0.017244995
R8_7,j_2716,0.019780525,0.035185185,0.032127066
R5_4,j_2716,0.02135729,0.042592593,0.039535968
R5_4,j_2717,0.01341058,0.021111111,0.045932944
R7_1,j_2717,0.0472519,0.021111111,0.019773113
R6_5,j_2717,0.026024256,0.021111111,0.026994308
R3_2,j_2717,0.027084542,0.035185185,0.022910086
M1,j_2717,0.040513356,0.035185185,0.01351422
R2_1,j_2717,0.023649332,0.035185185,0.04260587
R8_7,j_2717,0.026443848,0.021111111,0.019175207
M4,j_2717,0.031824136,0.021111111,0.039960454
M1,j_2718,0.030957766,0.021111111,0.027759474
J4_1_3,j_2719,0.034037791,0.05,0.039589631
R3_2,j_2719,0.013981897,0.035185185,0.047609579
M1,j_2719,0.038140035,0.042592593,0.013574466
R5_4,j_2719,0.025331291,0.035185185,0.038023485
M2,j_2719,0.024120346,0.028518519,0.010218462
R5_4,j_2720,0.049645128,0.035185185,0.022393221
R4_3,j_2720,0.035626182,0.042592593,0.013115843
R2_1,j_2720,0.041593409,0.035185185,0.023162977
M1,j_2720,0.016002599,0.028518519,0.049725337
M3_2,j_2720,0.015980573,0.028518519,0.015598443
R7_6,j_2721,0.020525288,0.021111111,0.034679728
J10_7_9,j_2721,0.022990485,0.021111111,0.028692082
R9_8,j_2721,0.039581074,0.021111111,0.046749983
M3,j_2721,0.035101759,0.028518519,0.017249151
M6,j_2721,0.043268698,0.028518519,0.038084294
M1,j_2721,0.026737562,0.028518519,0.045137421
M8,j_2721,0.02100711,0.028518519,0.037014614
R4_3,j_2721,0.027391112,0.021111111,0.023790743
R2_1,j_2721,0.032616484,0.021111111,0.039634291
J5_2_4,j_2721,0.026525944,0.021111111,0.01764556
M2,j_2722,0.042621386,0.028518519,0.030140192
M1,j_2722,0.0290249,0.028518519,0.010272038
M5,j_2722,0.040654042,0.028518519,0.033074238
M9,j_2722,0.03974289,0.028518519,0.025938052
M8,j_2722,0.049426502,0.028518519,0.011813395
M4,j_2722,0.038977664,0.028518519,0.04665212
M7,j_2722,0.017720216,0.028518519,0.016902425
J10_1_2_3_4_5_6_7_8_9,j_2722,0.034041154,0.042592593,0.01113389
M6,j_2722,0.038414435,0.028518519,0.038899417
M3,j_2722,0.03020598,0.028518519,0.023551661
task_LTg0MTUwNTA5Mjg4MDkwNjIzMA==,j_2723,0.042403326,0.013703704,0.040639684
M1,j_2724,0.027050439,0.028518519,0.040294464
R5_4,j_2724,0.015141674,0.035185185,0.012933662
R4_3,j_2724,0.017747691,0.042592593,0.014920162
M3_2,j_2724,0.049804158,0.028518519,0.020448545
